Date,Value
1988-03-01,104489.0
1988-04-01,104732.0
1988-05-01,104962.0
1988-06-01,105326.0
1988-07-01,105550.0
1988-08-01,105674.0
1988-09-01,106013.0
1988-10-01,106276.0
1988-11-01,106617.0
1988-12-01,106898.0
1989-01-01,107161.0
1989-02-01,107427.0
1989-03-01,107621.0
1989-04-01,107791.0
1989-05-01,107913.0
1989-06-01,108027.0
1989-07-01,108069.0
1989-08-01,108120.0
1989-09-01,108369.0
1989-10-01,108476.0
1989-11-01,108752.0
1989-12-01,108836.0
1990-01-01,109199.0
1990-02-01,109435.0
1990-03-01,109644.0
1990-04-01,109686.0
1990-05-01,109839.0
1990-06-01,109856.0
1990-07-01,109824.0
1990-08-01,109616.0
1990-09-01,109518.0
1990-10-01,109367.0
1990-11-01,109214.0
1990-12-01,109166.0
1991-01-01,109055.0
1991-02-01,108734.0
1991-03-01,108574.0
1991-04-01,108364.0
1991-05-01,108249.0
1991-06-01,108334.0
1991-07-01,108292.0
1991-08-01,108310.0
1991-09-01,108336.0
1991-10-01,108357.0
1991-11-01,108296.0
1991-12-01,108328.0
1992-01-01,108369.0
1992-02-01,108311.0
1992-03-01,108365.0
1992-04-01,108519.0
1992-05-01,108649.0
1992-06-01,108715.0
1992-07-01,108793.0
1992-08-01,108925.0
1992-09-01,108959.0
1992-10-01,109139.0
1992-11-01,109272.0
1992-12-01,109495.0
1993-01-01,109794.0
1993-02-01,110044.0
1993-03-01,109994.0
1993-04-01,110296.0
1993-05-01,110568.0
1993-06-01,110749.0
1993-07-01,111055.0
1993-08-01,111206.0
1993-09-01,111448.0
1993-10-01,111733.0
1993-11-01,111984.0
1993-12-01,112314.0
1994-01-01,112595.0
1994-02-01,112781.0
1994-03-01,113242.0
1994-04-01,113586.0
1994-05-01,113921.0
1994-06-01,114238.0
1994-07-01,114610.0
1994-08-01,114896.0
1994-09-01,115247.0
1994-10-01,115458.0
1994-11-01,115869.0
1994-12-01,116165.0
1995-01-01,116501.0
1995-02-01,116697.0
1995-03-01,116907.0
1995-04-01,117069.0
1995-05-01,117049.0
1995-06-01,117286.0
1995-07-01,117380.0
1995-08-01,117634.0
1995-09-01,117875.0
1995-10-01,118031.0
1995-11-01,118175.0
1995-12-01,118320.0
1996-01-01,118316.0
1996-02-01,118739.0
1996-03-01,118993.0
1996-04-01,119158.0
1996-05-01,119486.0
1996-06-01,119769.0
1996-07-01,120015.0
1996-08-01,120199.0
1996-09-01,120410.0
1996-10-01,120665.0
1996-11-01,120961.0
1996-12-01,121143.0
1997-01-01,121363.0
1997-02-01,121675.0
1997-03-01,121990.0
1997-04-01,122286.0
1997-05-01,122546.0
1997-06-01,122814.0
1997-07-01,123111.0
1997-08-01,123093.0
1997-09-01,123585.0
1997-10-01,123929.0
1997-11-01,124235.0
1997-12-01,124549.0
1998-01-01,124812.0
1998-02-01,125016.0
1998-03-01,125164.0
1998-04-01,125442.0
1998-05-01,125844.0
1998-06-01,126076.0
1998-07-01,126205.0
1998-08-01,126544.0
1998-09-01,126752.0
1998-10-01,126954.0
1998-11-01,127231.0
1998-12-01,127596.0
1999-01-01,127702.0
1999-02-01,128120.0
1999-03-01,128227.0
1999-04-01,128597.0
1999-05-01,128808.0
1999-06-01,129089.0
1999-07-01,129414.0
1999-08-01,129569.0
1999-09-01,129772.0
1999-10-01,130177.0
1999-11-01,130466.0
1999-12-01,130772.0
2000-01-01,131005.0
2000-02-01,131124.0
2000-03-01,131596.0
2000-04-01,131888.0
2000-05-01,132105.0
2000-06-01,132061.0
2000-07-01,132236.0
2000-08-01,132230.0
2000-09-01,132353.0
2000-10-01,132351.0
2000-11-01,132556.0
2000-12-01,132709.0
2001-01-01,132698.0
2001-02-01,132789.0
2001-03-01,132747.0
2001-04-01,132463.0
2001-05-01,132410.0
2001-06-01,132299.0
2001-07-01,132177.0
2001-08-01,132028.0
2001-09-01,131771.0
2001-10-01,131454.0
2001-11-01,131142.0
2001-12-01,130982.0
2002-01-01,130852.0
2002-02-01,130736.0
2002-03-01,130717.0
2002-04-01,130623.0
2002-05-01,130634.0
2002-06-01,130684.0
2002-07-01,130590.0
2002-08-01,130587.0
2002-09-01,130501.0
2002-10-01,130628.0
2002-11-01,130615.0
2002-12-01,130472.0
2003-01-01,130580.0
2003-02-01,130444.0
2003-03-01,130232.0
2003-04-01,130177.0
2003-05-01,130196.0
2003-06-01,130194.0
2003-07-01,130191.0
2003-08-01,130149.0
2003-09-01,130254.0
2003-10-01,130454.0
2003-11-01,130474.0
2003-12-01,130588.0
2004-01-01,130769.0
2004-02-01,130825.0
2004-03-01,131142.0
2004-04-01,131411.0
2004-05-01,131694.0
2004-06-01,131793.0
2004-07-01,131848.0
2004-08-01,131937.0
2004-09-01,132093.0
2004-10-01,132447.0
2004-11-01,132503.0
2004-12-01,132624.0
2005-01-01,132774.0
2005-02-01,133032.0
2005-03-01,133156.0
2005-04-01,133518.0
2005-05-01,133690.0
2005-06-01,133942.0
2005-07-01,134296.0
2005-08-01,134498.0
2005-09-01,134566.0
2005-10-01,134655.0
2005-11-01,134993.0
2005-12-01,135149.0
2006-01-01,135429.0
2006-02-01,135737.0
2006-03-01,136047.0
2006-04-01,136205.0
2006-05-01,136244.0
2006-06-01,136325.0
2006-07-01,136520.0
2006-08-01,136694.0
2006-09-01,136843.0
2006-10-01,136852.0
2006-11-01,137063.0
2006-12-01,137249.0
2007-01-01,137477.0
2007-02-01,137558.0
2007-03-01,137793.0
2007-04-01,137842.0
2007-05-01,137993.0
2007-06-01,138069.0
2007-07-01,138038.0
2007-08-01,138015.0
2007-09-01,138095.0
2007-10-01,138174.0
2007-11-01,138284.0
2007-12-01,138392.0
2008-01-01,138403.0
2008-02-01,138324.0
2008-03-01,138275.0
2008-04-01,138035.0
2008-05-01,137858.0
2008-06-01,137687.0
2008-07-01,137491.0
2008-08-01,137213.0
2008-09-01,136753.0
2008-10-01,136272.0
2008-11-01,135545.0
2008-12-01,134839.0
2009-01-01,134055.0
2009-02-01,133312.0
2009-03-01,132512.0
2009-04-01,131817.0
2009-05-01,131475.0
2009-06-01,131008.0
2009-07-01,130668.0
2009-08-01,130485.0
2009-09-01,130244.0
2009-10-01,130045.0
2009-11-01,130057.0
2009-12-01,129788.0
2010-01-01,129790.0
2010-02-01,129698.0
2010-03-01,129879.0
2010-04-01,130110.0
2010-05-01,130650.0
2010-06-01,130511.0
2010-07-01,130427.0
2010-08-01,130422.0
2010-09-01,130357.0
2010-10-01,130625.0
2010-11-01,130750.0
2010-12-01,130822.0
2011-01-01,130841.0
2011-02-01,131053.0
2011-03-01,131288.0
2011-04-01,131602.0
2011-05-01,131703.0
2011-06-01,131939.0
2011-07-01,131999.0
2011-08-01,132125.0
2011-09-01,132358.0
2011-10-01,132562.0
2011-11-01,132694.0
2011-12-01,132896.0
2012-01-01,133250.0
2012-02-01,133512.0
2012-03-01,133752.0
2012-04-01,133834.0
2012-05-01,133934.0
2012-06-01,134007.0
2012-07-01,134159.0
2012-08-01,134331.0
2012-09-01,134518.0
2012-10-01,134677.0
2012-11-01,134833.0
2012-12-01,135072.0
2013-01-01,135263.0
2013-02-01,135541.0
2013-03-01,135680.0
2013-04-01,135871.0
2013-05-01,136093.0
2013-06-01,136274.0
2013-07-01,136386.0
2013-08-01,136628.0
2013-09-01,136815.0
2013-10-01,137040.0
2013-11-01,137304.0
2013-12-01,137373.0
2014-01-01,137548.0
2014-02-01,137714.0
2014-03-01,137968.0
2014-04-01,138293.0
2014-05-01,138511.0
2014-06-01,138837.0
2014-07-01,139069.0
2014-08-01,139257.0
2014-09-01,139566.0
2014-10-01,139818.0
2014-11-01,140109.0
2014-12-01,140377.0
2015-01-01,140568.0
2015-02-01,140839.0
2015-03-01,140910.0
2015-04-01,141194.0
2015-05-01,141525.0
2015-06-01,141699.0
2015-07-01,142001.0
2015-08-01,142126.0
2015-09-01,142281.0
2015-10-01,142587.0
2015-11-01,142824.0
2015-12-01,143097.0
2016-01-01,143205.0
2016-02-01,143417.0
2016-03-01,143654.0
2016-04-01,143851.0
2016-05-01,143892.0
2016-06-01,144150.0
2016-07-01,144521.0
2016-08-01,144664.0
2016-09-01,144953.0
2016-10-01,145071.0
2016-11-01,145201.0
2016-12-01,145415.0
2017-01-01,145628.0
2017-02-01,145818.0
2017-03-01,145960.0
2017-04-01,146165.0
2017-05-01,146388.0
2017-06-01,146585.0
2017-07-01,146768.0
2017-08-01,146913.0
2017-09-01,147012.0
2017-10-01,147153.0
2017-11-01,147353.0
2017-12-01,147529.0
2018-01-01,147662.0
2018-02-01,148064.0
2018-03-01,148289.0
2018-04-01,148468.0
2018-05-01,148801.0
2018-06-01,148984.0
2018-07-01,149050.0
2018-08-01,149269.0
2018-09-01,149326.0
2018-10-01,149471.0
2018-11-01,149573.0
2018-12-01,149821.0
2019-01-01,150100.0
2019-02-01,150124.0
2019-03-01,150348.0
2019-04-01,150636.0
2019-05-01,150713.0
2019-06-01,150843.0
2019-07-01,150921.0
2019-08-01,151081.0
2019-09-01,151244.0
2019-10-01,151337.0
2019-11-01,151589.0
2019-12-01,151789.0
2020-01-01,152128.0
2020-02-01,152504.0
2020-03-01,151006.0
2020-04-01,130513.0
2020-05-01,133155.0
2020-06-01,137660.0
2020-07-01,139048.0
2020-08-01,140713.0
2020-09-01,141632.0
2020-10-01,142279.0
2020-11-01,142612.0
2020-12-01,142497.0
2021-01-01,143017.0
2021-02-01,143727.0
2021-03-01,144431.0
2021-04-01,144694.0
2021-05-01,145141.0
2021-06-01,145698.0
2021-07-01,146387.0
2021-08-01,146904.0
2021-09-01,147328.0
2021-10-01,148005.0
2021-11-01,148652.0
2021-12-01,149162.0
2022-01-01,149629.0
